WKT,nama,deskripsi
"POLYGON ((110.029429 -7.8924627, 110.1351724 -7.9468704, 110.21345 -7.9890314, 110.3370462 -8.0284684, 110.378245 -8.0760597, 110.6130777 -8.1494753, 110.8341776 -8.20113, 110.8176981 -8.145397, 110.798472 -8.1617099, 110.7902323 -8.1494753, 110.7545267 -8.0257487, 110.7902323 -7.8394083, 110.7710062 -7.8053954, 110.7559 -7.8258035, 110.7188211 -7.7931502, 110.6954752 -7.8108377, 110.6693827 -7.7917896, 110.6405435 -7.797232, 110.5924784 -7.8026743, 110.5663858 -7.7822652, 110.529307 -7.7958714, 110.4936014 -7.7591336, 110.4400431 -7.5440857, 110.2738748 -7.7074232, 110.2656351 -7.6870094, 110.2532755 -7.6557064, 110.1763712 -7.6448179, 110.1255594 -7.6584285, 110.1228128 -7.6815656, 110.1351724 -7.6992578, 110.1159464 -7.7727406, 110.0610147 -7.8190009, 110.029429 -7.8924627))",DIY Yogyakarta,
