WKT,nama,deskripsi
"LINESTRING (106.7206272 -6.360677, 106.750668 -6.3613594, 106.7516979 -6.3593122, 106.7537579 -6.3613594, 106.759766 -6.3608476, 106.759766 -6.3576061, 106.7683491 -6.3564119, 106.7717823 -6.3574355, 106.7702374 -6.3526585, 106.7726406 -6.3500994, 106.7738423 -6.3460048, 106.7726406 -6.3381567, 106.7765888 -6.3308203, 106.7769322 -6.3258725, 106.7791638 -6.3195597, 106.7795071 -6.3163179, 106.7827686 -6.3159767, 106.7879185 -6.3163179, 106.7908367 -6.3142705, 106.7975315 -6.3152942, 106.8088612 -6.3144411, 106.8068012 -6.3219483, 106.803883 -6.3250194, 106.8009648 -6.3325265, 106.7965016 -6.3460048, 106.79221 -6.3480521, 106.793755 -6.3509525, 106.7935833 -6.354194, 106.7928967 -6.3611888, 106.7940983 -6.3646009, 106.8014797 -6.3649421, 106.8095478 -6.3639185, 106.8148693 -6.3577767, 106.8201908 -6.3560707, 106.836842 -6.3553883, 106.835297 -6.3514643, 106.8390736 -6.3511231, 106.8394169 -6.3451518, 106.8383869 -6.3429338, 106.8361553 -6.3451518, 106.8346104 -6.3432751, 106.8381121 -6.3417222, 106.8455967 -6.3419102, 106.8490984 -6.3369451, 106.8524632 -6.3364506, 106.8500599 -6.3396922, 106.8517765 -6.3419102, 106.8543514 -6.3431044, 106.8541798 -6.3468579, 106.856583 -6.3518055, 106.8629345 -6.3562413, 106.8710026 -6.353341, 106.8739208 -6.3564119, 106.8720326 -6.3601652, 106.8756374 -6.3618713, 106.8835498 -6.3693779, 106.8907757 -6.367672, 106.8949278 -6.3710841, 106.8980821 -6.3690369, 106.9019874 -6.3693781, 106.9025883 -6.3649425, 106.9065365 -6.3611891, 106.9018159 -6.3852434, 106.9288093 -6.3988059, 106.936899 -6.402175, 106.927211 -6.414095, 106.9141271 -6.4144255, 106.9086152 -6.4116054, 106.9052585 -6.4176159, 106.897572 -6.4204505, 106.892818 -6.4267457, 106.8918405 -6.4344055, 106.8860565 -6.4374597, 106.876899 -6.4500742, 106.8702601 -6.4570637, 106.8561257 -6.4582556, 106.848887 -6.4357389, 106.8353114 -6.4435861, 106.8154772 -6.4497267, 106.8016118 -6.450579, 106.7838644 -6.4323269, 106.7732048 -6.4346725, 106.7618586 -6.4332651, 106.7517141 -6.4252048, 106.7363418 -6.4203213, 106.7346639 -6.4015877, 106.7331384 -6.3927329, 106.7342641 -6.3867703, 106.7320803 -6.3795241, 106.7239504 -6.3859663, 106.7174822 -6.370592, 106.7206272 -6.360677)",Kota Depok,
